regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,2,1,0.5,4.0,64,512,1024,4096,2560,242.783,278.492,238.75,-0.1129
mixed,2,1,0.5,4.0,64,512,2048,8192,5120,307.835,389.339,307.773,-0.0008
mixed,2,1,0.5,4.0,64,512,4096,16384,10240,426.108,582.071,426.427,0.002
mixed,2,1,0.5,4.0,64,1024,128,512,320,237.247,239.935,237.661,0.154
mixed,2,1,0.5,4.0,64,1024,256,1024,640,241.756,261.5,242.428,0.034
mixed,2,1,0.5,4.0,64,1024,512,2048,1280,269.437,282.142,266.909,-0.199
mixed,2,1,0.5,4.0,64,1024,1024,4096,2560,297.852,337.851,296.478,-0.0344
mixed,2,1,0.5,4.0,64,1024,2048,8192,5120,367.77,447.963,370.235,0.0307
mixed,2,1,0.5,4.0,64,1024,4096,16384,10240,486.843,642.455,485.852,-0.0064
mixed,2,1,0.5,4.0,64,2048,128,512,320,277.693,281.534,276.989,-0.1833
mixed,2,1,0.5,4.0,64,2048,256,1024,640,282.237,302.525,283.387,0.0567
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,306.873,323.26,306.395,-0.0292
mixed,2,1,0.5,4.0,64,2048,1024,4096,2560,336.443,374.396,336.444,0.0
mixed,2,1,0.5,4.0,64,2048,2048,8192,5120,404.219,482.49,405.979,0.0225
mixed,2,1,0.5,4.0,64,2048,4096,16384,10240,525.113,679.607,524.345,-0.005
mixed,2,1,0.5,4.0,64,4096,128,512,320,382.364,387.289,382.555,0.0388
mixed,2,1,0.5,4.0,64,4096,256,1024,640,384.922,403.515,385.818,0.0482
mixed,2,1,0.5,4.0,64,4096,512,2048,1280,409.564,422.394,407.675,-0.1472
mixed,2,1,0.5,4.0,64,4096,1024,4096,2560,437.467,478.43,437.883,0.0102
mixed,2,1,0.5,4.0,64,4096,2048,8192,5120,510.937,584.187,505.436,-0.0751
mixed,2,1,0.5,4.0,64,4096,4096,16384,10240,621.24,775.126,624.889,0.0237
mixed,2,1,0.5,4.0,64,8192,128,512,320,587.706,590.712,586.904,-0.2668
mixed,2,1,0.5,4.0,64,8192,256,1024,640,595.8,613.816,594.553,-0.0692
mixed,2,1,0.5,4.0,64,8192,512,2048,1280,616.345,634.009,616.12,-0.0127
mixed,2,1,0.5,4.0,64,8192,1024,4096,2560,647.289,687.799,647.0,-0.0071
mixed,2,1,0.5,4.0,64,8192,2048,8192,5120,713.911,790.837,714.937,0.0133
mixed,2,1,0.5,4.0,64,8192,4096,16384,10240,830.292,982.836,827.606,-0.0176
mixed,2,1,0.5,4.0,128,0,128,512,320,146.619,149.502,146.784,0.0572
mixed,2,1,0.5,4.0,128,0,256,1024,640,150.109,171.292,151.709,0.0755
mixed,2,1,0.5,4.0,128,0,512,2048,1280,177.309,188.637,176.765,-0.048
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,206.142,244.222,206.779,0.0167
mixed,2,1,0.5,4.0,128,0,2048,8192,5120,275.036,349.853,274.077,-0.0128
mixed,2,1,0.5,4.0,128,0,4096,16384,10240,391.581,548.347,394.235,0.0169
mixed,2,1,0.5,4.0,128,512,128,512,320,277.663,281.692,278.396,0.1819
mixed,2,1,0.5,4.0,128,512,256,1024,640,281.854,302.204,283.26,0.0691
mixed,2,1,0.5,4.0,128,512,512,2048,1280,307.677,324.7,308.285,0.0357
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,339.997,377.275,339.163,-0.0224
mixed,2,1,0.5,4.0,128,512,2048,8192,5120,409.339,485.338,409.723,0.0051
mixed,2,1,0.5,4.0,128,512,4096,16384,10240,527.386,679.193,526.522,-0.0057
mixed,2,1,0.5,4.0,128,1024,128,512,320,347.417,351.004,346.714,-0.196
mixed,2,1,0.5,4.0,128,1024,256,1024,640,351.227,369.277,350.781,-0.0247
mixed,2,1,0.5,4.0,128,1024,512,2048,1280,375.034,389.756,373.949,-0.0737
mixed,2,1,0.5,4.0,128,1024,1024,4096,2560,407.227,444.282,403.673,-0.0959
mixed,2,1,0.5,4.0,128,1024,2048,8192,5120,474.073,549.338,473.337,-0.0098
mixed,2,1,0.5,4.0,128,1024,4096,16384,10240,591.002,743.928,592.759,0.0115
mixed,2,1,0.5,4.0,128,2048,128,512,320,445.629,449.309,445.662,0.009
mixed,2,1,0.5,4.0,128,2048,256,1024,640,448.825,470.459,452.539,0.1717
mixed,2,1,0.5,4.0,128,2048,512,2048,1280,471.609,490.329,473.819,0.1181
mixed,2,1,0.5,4.0,128,2048,1024,4096,2560,503.577,543.963,503.447,-0.0032
mixed,2,1,0.5,4.0,128,2048,2048,8192,5120,575.192,648.599,570.553,-0.0632
mixed,2,1,0.5,4.0,128,2048,4096,16384,10240,689.398,845.591,688.601,-0.0051
mixed,2,1,0.5,4.0,128,4096,128,512,320,647.095,651.448,645.015,-0.4778
mixed,2,1,0.5,4.0,128,4096,256,1024,640,653.43,670.776,650.87,-0.1476
mixed,2,1,0.5,4.0,128,4096,512,2048,1280,674.969,693.141,674.103,-0.0477
mixed,2,1,0.5,4.0,128,4096,1024,4096,2560,704.664,743.351,705.079,0.0107
mixed,2,1,0.5,4.0,128,4096,2048,8192,5120,773.111,848.821,773.046,-0.0009
mixed,2,1,0.5,4.0,128,4096,4096,16384,10240,890.551,1041.937,888.658,-0.0125
mixed,2,1,0.5,4.0,128,8192,128,512,320,1043.474,1048.468,1043.09,-0.0769
mixed,2,1,0.5,4.0,128,8192,256,1024,640,1045.201,1066.259,1048.273,0.1459
mixed,2,1,0.5,4.0,128,8192,512,2048,1280,1071.314,1086.481,1071.826,0.0338
mixed,2,1,0.5,4.0,128,8192,1024,4096,2560,1102.228,1140.497,1100.05,-0.0569
mixed,2,1,0.5,4.0,128,8192,2048,8192,5120,1170.032,1243.311,1168.148,-0.0257
mixed,2,1,0.5,4.0,128,8192,4096,16384,10240,1286.511,1437.486,1283.087,-0.0227
mixed,2,1,0.5,4.0,256,0,128,512,320,267.517,270.015,267.163,-0.1417
mixed,2,1,0.5,4.0,256,0,256,1024,640,270.205,291.004,272.156,0.0938
mixed,2,1,0.5,4.0,256,0,512,2048,1280,296.507,311.996,299.1,0.1674
mixed,2,1,0.5,4.0,256,0,1024,4096,2560,327.291,366.459,328.699,0.0359
mixed,2,1,0.5,4.0,256,0,2048,8192,5120,397.338,473.977,401.755,0.0576
mixed,2,1,0.5,4.0,256,0,4096,16384,10240,516.505,669.686,519.035,0.0165
mixed,2,1,0.5,4.0,256,512,128,512,320,399.77,402.716,399.358,-0.1399
mixed,2,1,0.5,4.0,256,512,256,1024,640,405.401,424.125,407.612,0.1181
mixed,2,1,0.5,4.0,256,512,512,2048,1280,427.898,444.061,428.283,0.0238
mixed,2,1,0.5,4.0,256,512,1024,4096,2560,456.315,496.313,458.521,0.0552
mixed,2,1,0.5,4.0,256,512,2048,8192,5120,526.683,602.585,526.107,-0.0076
mixed,2,1,0.5,4.0,256,512,4096,16384,10240,643.481,797.11,642.039,-0.0094
mixed,2,1,0.5,4.0,256,1024,128,512,320,499.867,500.026,497.241,-16.5157
mixed,2,1,0.5,4.0,256,1024,256,1024,640,501.594,521.659,501.913,0.0159
mixed,2,1,0.5,4.0,256,1024,512,2048,1280,525.53,540.503,524.187,-0.0897
mixed,2,1,0.5,4.0,256,1024,1024,4096,2560,555.737,592.857,556.793,0.0284
mixed,2,1,0.5,4.0,256,1024,2048,8192,5120,622.743,703.223,622.395,-0.0043
mixed,2,1,0.5,4.0,256,1024,4096,16384,10240,740.345,893.653,741.687,0.0088
mixed,2,1,0.5,4.0,256,2048,128,512,320,693.752,697.144,695.958,0.6504
mixed,2,1,0.5,4.0,256,2048,256,1024,640,697.976,716.791,698.742,0.0407
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,720.631,737.912,720.601,-0.0017
mixed,2,1,0.5,4.0,256,2048,1024,4096,2560,755.605,789.847,753.526,-0.0607
mixed,2,1,0.5,4.0,256,2048,2048,8192,5120,819.99,894.614,822.612,0.0351
mixed,2,1,0.5,4.0,256,2048,4096,16384,10240,935.826,1092.338,941.462,0.036
mixed,2,1,0.5,4.0,256,4096,128,512,320,1095.985,1098.387,1092.628,-1.3976
mixed,2,1,0.5,4.0,256,4096,256,1024,640,1099.89,1117.781,1098.289,-0.0895
mixed,2,1,0.5,4.0,256,4096,512,2048,1280,1119.862,1139.825,1123.572,0.1858
mixed,2,1,0.5,4.0,256,4096,1024,4096,2560,1155.924,1188.37,1151.568,-0.1343
mixed,2,1,0.5,4.0,256,4096,2048,8192,5120,1217.49,1296.336,1222.032,0.0576
mixed,2,1,0.5,4.0,256,4096,4096,16384,10240,1333.873,1488.365,1334.161,0.0019
mixed,2,1,0.5,4.0,256,8192,128,512,320,1884.808,1884.94,1882.378,-18.4091
mixed,2,1,0.5,4.0,256,8192,256,1024,640,1889.159,1907.719,1891.85,0.145
mixed,2,1,0.5,4.0,256,8192,512,2048,1280,1909.319,1927.433,1911.592,0.1255
mixed,2,1,0.5,4.0,256,8192,1024,4096,2560,1940.169,1981.929,1945.447,0.1264
mixed,2,1,0.5,4.0,256,8192,2048,8192,5120,2009.13,2081.834,2006.92,-0.0304
mixed,2,1,0.5,4.0,256,8192,4096,16384,10240,2125.927,2277.062,2122.633,-0.0218
mixed,2,1,0.5,4.0,512,0,128,512,320,542.33,545.275,539.066,-1.1083
mixed,2,1,0.5,4.0,512,0,256,1024,640,544.858,565.243,547.322,0.1209
mixed,2,1,0.5,4.0,512,0,512,2048,1280,567.545,586.617,569.625,0.1091
mixed,2,1,0.5,4.0,512,0,1024,4096,2560,599.864,638.425,596.697,-0.0821
mixed,2,1,0.5,4.0,512,0,2048,8192,5120,666.872,743.031,666.264,-0.008
mixed,2,1,0.5,4.0,512,0,4096,16384,10240,781.814,934.517,781.144,-0.0044
mixed,2,1,0.5,4.0,512,512,128,512,320,760.791,762.905,759.733,-0.5005
mixed,2,1,0.5,4.0,512,512,256,1024,640,765.495,784.246,765.08,-0.0221
mixed,2,1,0.5,4.0,512,512,512,2048,1280,787.127,803.603,785.877,-0.0759
mixed,2,1,0.5,4.0,512,512,1024,4096,2560,819.221,854.613,817.207,-0.0569
mixed,2,1,0.5,4.0,512,512,2048,8192,5120,883.349,960.085,886.389,0.0396
mixed,2,1,0.5,4.0,512,512,4096,16384,10240,1000.787,1153.491,1001.011,0.0015
mixed,2,1,0.5,4.0,512,1024,128,512,320,956.981,962.483,957.684,0.1278
mixed,2,1,0.5,4.0,512,1024,256,1024,640,960.468,982.293,964.47,0.1834
mixed,2,1,0.5,4.0,512,1024,512,2048,1280,984.756,1001.845,985.653,0.0525
mixed,2,1,0.5,4.0,512,1024,1024,4096,2560,1013.394,1052.95,1013.587,0.0049
mixed,2,1,0.5,4.0,512,1024,2048,8192,5120,1078.739,1157.171,1080.05,0.0167
mixed,2,1,0.5,4.0,512,1024,4096,16384,10240,1194.834,1351.694,1197.266,0.0155
mixed,2,1,0.5,4.0,512,2048,128,512,320,1351.696,1353.329,1350.355,-0.8212
mixed,2,1,0.5,4.0,512,2048,256,1024,640,1357.52,1376.753,1356.305,-0.0632
mixed,2,1,0.5,4.0,512,2048,512,2048,1280,1376.623,1393.487,1378.222,0.0948
mixed,2,1,0.5,4.0,512,2048,1024,4096,2560,1408.688,1445.905,1408.3,-0.0104
mixed,2,1,0.5,4.0,512,2048,2048,8192,5120,1475.118,1555.085,1475.664,0.0068
mixed,2,1,0.5,4.0,512,2048,4096,16384,10240,1590.926,1744.842,1589.581,-0.0087
mixed,2,1,0.5,4.0,512,4096,128,512,320,2139.721,2142.821,2141.576,0.5984
mixed,2,1,0.5,4.0,512,4096,256,1024,640,2143.143,2165.288,2147.016,0.1749
mixed,2,1,0.5,4.0,512,4096,512,2048,1280,2165.385,2176.455,2166.344,0.0866
mixed,2,1,0.5,4.0,512,4096,1024,4096,2560,2197.064,2236.072,2196.453,-0.0157
mixed,2,1,0.5,4.0,512,4096,2048,8192,5120,2262.44,2341.062,2260.808,-0.0208
mixed,2,1,0.5,4.0,512,4096,4096,16384,10240,2380.706,2536.773,2382.981,0.0146
mixed,2,1,0.5,4.0,512,8192,128,512,320,3725.493,3726.228,3723.958,-2.0884
mixed,2,1,0.5,4.0,512,8192,256,1024,640,3724.246,3747.026,3733.905,0.424
mixed,2,1,0.5,4.0,512,8192,512,2048,1280,3747.797,3765.492,3741.527,-0.3543
mixed,2,1,0.5,4.0,512,8192,1024,4096,2560,3782.296,3820.593,3776.597,-0.1488
mixed,2,1,0.5,4.0,512,8192,2048,8192,5120,3842.864,3916.98,3852.081,0.1244
mixed,2,1,0.5,4.0,512,8192,4096,16384,10240,3966.672,4123.345,3959.056,-0.0486
mixed,2,1,0.5,4.0,1024,0,128,512,320,868.822,870.678,866.006,-1.5172
mixed,2,1,0.5,4.0,1024,0,256,1024,640,871.83,889.814,873.4,0.0873
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,896.183,911.575,898.006,0.1184
mixed,2,1,0.5,4.0,1024,0,1024,4096,2560,925.589,964.724,927.64,0.0524
mixed,2,1,0.5,4.0,1024,0,2048,8192,5120,997.366,1072.496,995.987,-0.0184
mixed,2,1,0.5,4.0,1024,0,4096,16384,10240,1115.253,1270.674,1111.57,-0.0237
mixed,2,1,0.5,4.0,1024,512,128,512,320,1338.96,1341.425,1338.288,-0.2726
mixed,2,1,0.5,4.0,1024,512,256,1024,640,1343.281,1362.032,1343.25,-0.0017
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,1365.681,1382.994,1365.49,-0.011
mixed,2,1,0.5,4.0,1024,512,1024,4096,2560,1398.801,1434.671,1399.344,0.0151
mixed,2,1,0.5,4.0,1024,512,2048,8192,5120,1464.657,1541.326,1465.295,0.0083
mixed,2,1,0.5,4.0,1024,512,4096,16384,10240,1584.971,1737.198,1582.926,-0.0134
mixed,2,1,0.5,4.0,1024,1024,128,512,320,1731.916,1732.749,1730.059,-2.2293
mixed,2,1,0.5,4.0,1024,1024,256,1024,640,1735.407,1755.946,1737.742,0.1137
mixed,2,1,0.5,4.0,1024,1024,512,2048,1280,1758.891,1771.499,1758.123,-0.0609
mixed,2,1,0.5,4.0,1024,1024,1024,4096,2560,1786.603,1828.331,1789.036,0.0583
mixed,2,1,0.5,4.0,1024,1024,2048,8192,5120,1857.097,1939.687,1858.124,0.0124
mixed,2,1,0.5,4.0,1024,1024,4096,16384,10240,1977.225,2132.584,1979.947,0.0175
mixed,2,1,0.5,4.0,1024,2048,128,512,320,2513.764,2517.923,2514.786,0.2457
mixed,2,1,0.5,4.0,1024,2048,256,1024,640,2519.653,2537.508,2519.268,-0.0216
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,2544.706,2557.667,2542.979,-0.1332
mixed,2,1,0.5,4.0,1024,2048,1024,4096,2560,2571.011,2610.529,2573.604,0.0656
mixed,2,1,0.5,4.0,1024,2048,2048,8192,5120,2641.732,2718.69,2645.377,0.0474
mixed,2,1,0.5,4.0,1024,2048,4096,16384,10240,2759.584,2909.151,2759.103,-0.0032
mixed,2,1,0.5,4.0,1024,4096,128,512,320,4110.418,4103.83,4106.256,
mixed,2,1,0.5,4.0,1024,4096,256,1024,640,4103.443,4116.724,4112.115,0.653
mixed,2,1,0.5,4.0,1024,4096,512,2048,1280,4137.844,4151.251,4122.451,-1.1481
mixed,2,1,0.5,4.0,1024,4096,1024,4096,2560,4152.433,4192.114,4176.879,0.6161
mixed,2,1,0.5,4.0,1024,4096,2048,8192,5120,4247.283,4282.992,4245.109,-0.0609
mixed,2,1,0.5,4.0,1024,4096,4096,16384,10240,4360.399,4493.264,4372.335,0.0898
mixed,2,1,0.5,4.0,1024,8192,128,512,320,7301.329,7299.219,7281.934,
mixed,2,1,0.5,4.0,1024,8192,256,1024,640,7282.899,7322.669,7285.907,0.0756
mixed,2,1,0.5,4.0,1024,8192,512,2048,1280,7329.042,7313.905,7313.904,
mixed,2,1,0.5,4.0,1024,8192,1024,4096,2560,7349.747,7377.841,7356.333,0.2344
mixed,2,1,0.5,4.0,1024,8192,2048,8192,5120,7423.699,7498.316,7425.392,0.0227
mixed,2,1,0.5,4.0,1024,8192,4096,16384,10240,7542.956,7682.511,7557.259,0.1025
mixed,2,1,0.5,4.0,2048,0,128,512,320,2340.358,2341.639,2345.512,4.0234
mixed,2,1,0.5,4.0,2048,0,256,1024,640,2350.726,2361.769,2356.841,0.5537
mixed,2,1,0.5,4.0,2048,0,512,2048,1280,2372.677,2388.39,2375.944,0.2079
mixed,2,1,0.5,4.0,2048,0,1024,4096,2560,2398.885,2443.719,2404.903,0.1342
mixed,2,1,0.5,4.0,2048,0,2048,8192,5120,2469.636,2545.253,2476.038,0.0847
mixed,2,1,0.5,4.0,2048,0,4096,16384,10240,2591.013,2750.209,2589.285,-0.0109
mixed,2,1,0.5,4.0,2048,512,128,512,320,3203.676,3199.166,3196.447,
mixed,2,1,0.5,4.0,2048,512,256,1024,640,3202.874,3213.696,3199.39,-0.3219
mixed,2,1,0.5,4.0,2048,512,512,2048,1280,3220.156,3248.766,3224.799,0.1623
mixed,2,1,0.5,4.0,2048,512,1024,4096,2560,3255.804,3290.844,3248.957,-0.1954
mixed,2,1,0.5,4.0,2048,512,2048,8192,5120,3324.861,3412.188,3325.276,0.0048
mixed,2,1,0.5,4.0,2048,512,4096,16384,10240,3438.684,3594.424,3435.165,-0.0226
mixed,2,1,0.5,4.0,2048,1024,128,512,320,4029.556,4029.429,4035.541,
mixed,2,1,0.5,4.0,2048,1024,256,1024,640,4041.365,4056.086,4043.191,0.124
mixed,2,1,0.5,4.0,2048,1024,512,2048,1280,4065.781,4080.917,4058.707,-0.4674
mixed,2,1,0.5,4.0,2048,1024,1024,4096,2560,4093.428,4130.355,4092.374,-0.0285
mixed,2,1,0.5,4.0,2048,1024,2048,8192,5120,4161.045,4234.387,4167.125,0.0829
mixed,2,1,0.5,4.0,2048,1024,4096,16384,10240,4281.939,4437.426,4285.874,0.0253
mixed,2,1,0.5,4.0,2048,2048,128,512,320,5689.67,5695.298,5696.834,1.2729
mixed,2,1,0.5,4.0,2048,2048,256,1024,640,5712.007,5706.434,5691.938,
mixed,2,1,0.5,4.0,2048,2048,512,2048,1280,5728.675,5741.35,5717.83,-0.8556
mixed,2,1,0.5,4.0,2048,2048,1024,4096,2560,5734.307,5787.393,5761.73,0.5166
mixed,2,1,0.5,4.0,2048,2048,2048,8192,5120,5817.191,5889.598,5804.577,-0.1742
mixed,2,1,0.5,4.0,2048,2048,4096,16384,10240,5932.03,6079.425,5919.555,-0.0846
mixed,2,1,0.5,4.0,2048,4096,128,512,320,8908.384,8884.129,8891.935,
mixed,2,1,0.5,4.0,2048,4096,256,1024,640,8908.8,8924.292,8918.789,0.6448
mixed,2,1,0.5,4.0,2048,4096,512,2048,1280,8939.202,8980.797,8965.149,0.6238
mixed,2,1,0.5,4.0,2048,4096,1024,4096,2560,8985.22,8971.52,8942.018,
mixed,2,1,0.5,4.0,2048,4096,2048,8192,5120,9008.866,9088.224,9042.722,0.4266
mixed,2,1,0.5,4.0,2048,4096,4096,16384,10240,9153.184,9311.105,9136.897,-0.1031
mixed,2,1,0.5,4.0,2048,8192,128,512,320,15207.33,15212.065,15206.596,-0.155
mixed,2,1,0.5,4.0,2048,8192,256,1024,640,15228.201,15228.994,15195.998,-40.6091
mixed,2,1,0.5,4.0,2048,8192,512,2048,1280,15219.425,15263.358,15214.916,-0.1026
mixed,2,1,0.5,4.0,2048,8192,1024,4096,2560,15274.149,15265.309,15233.31,
mixed,2,1,0.5,4.0,2048,8192,2048,8192,5120,15304.262,15378.82,15359.299,0.7382
mixed,2,1,0.5,4.0,2048,8192,4096,16384,10240,15439.46,15616.836,15401.084,-0.2164
